province,electorialDistrictNumber,district,subdistrict
แพร่,2,เด่นชัย,
แม่ฮ่องสอน,1,,
อุดรธานี,1,เมืองอุดรธานี,หมากแข้ง
อุดรธานี,1,เมืองอุดรธานี,บ้านจั่น
อุดรธานี,1,เมืองอุดรธานี,บ้านเลื่อม
อุดรธานี,1,เมืองอุดรธานี,หนองขอนกว้าง
อุดรธานี,1,เมืองอุดรธานี,หมูม่น
อุดรธานี,1,เมืองอุดรธานี,นาดี
อุดรธานี,1,เมืองอุดรธานี,บ้านเลื่อม
อุดรธานี,1,เมืองอุดรธานี,เชียงพิณ
อุดรธานี,1,เมืองอุดรธานี,หนองบัว
อุดรธานี,1,เมืองอุดรธานี,นาดี
อุดรธานี,7,กุดจับ,
อุดรธานี,7,หนองวัวซอ,
อุดรธานี,7,เมืองอุดรธานี,หนองไฮ
อุดรธานี,7,เมืองอุดรธานี,โคกสะอาด
อุดรธานี,7,เมืองอุดรธานี,นิคมสงเคราะห์
อุดรธานี,7,เมืองอุดรธานี,เชียงพิณ
อุดรธานี,7,เมืองอุดรธานี,เชียงยืน
อุดรธานี,7,เมืองอุดรธานี,บ้านเลื่อม
อุดรธานี,7,เมืองอุดรธานี,นิคมสงเคราะห์
อุดรธานี,2,พิบูลย์รักษ์,บ้านแดง
อุดรธานี,2,พิบูลย์รักษ์,ดอนกลอย
อุดรธานี,2,เพ็ญ,
อุดรธานี,2,เมืองอุดรธานี,บ้านขาว
อุดรธานี,2,เมืองอุดรธานี,นาข่า
อุดรธานี,2,เมืองอุดรธานี,นากว้าง
อุดรธานี,2,เมืองอุดรธานี,กุดสระ
อุดรธานี,2,เมืองอุดรธานี,หนองบัว
อุดรธานี,2,เมืองอุดรธานี,สามพร้าว
อุดรธานี,2,เมืองอุดรธานี,หมูม่น
อุดรธานี,2,เมืองอุดรธานี,นาข่า
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,ท่าไร่
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,ปากนคร
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,บางจาก
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,ไชยมนตรี
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,มะม่วงสองต้น
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,โพธิ์เสด็จ
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,ท่าเรือ
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,ท่าซัก
นครศรีธรรมราช,1,เมืองนครศรีธรรมราช,ในเมือง
ระยอง,1,เมืองระยอง,ท่าประดู่
ระยอง,1,เมืองระยอง,เชิงเนิน
ระยอง,1,เมืองระยอง,ตะพง
ระยอง,1,เมืองระยอง,ปากน้ำ
ระยอง,1,เมืองระยอง,เพ
ระยอง,1,เมืองระยอง,แกลง
ระยอง,1,เมืองระยอง,บ้านแลง
ระยอง,1,เมืองระยอง,นาตาขวัญ
ระยอง,1,เมืองระยอง,เนินพระ
ระยอง,1,เมืองระยอง,กะเฉด
ระยอง,1,เมืองระยอง,ทับมา
ระยอง,1,เมืองระยอง,น้ำคอก
ระยอง,1,เมืองระยอง,ห้วยโป่ง
ระยอง,1,เมืองระยอง,มาบตาพุด
ระยอง,1,เมืองระยอง,สำนักทอง
ระยอง,4,บ้านฉาง,
ระยอง,4,เมืองระยอง,มาบตาพุด
ระยอง,4,เมืองระยอง,ทับมา
ระยอง,4,เมืองระยอง,เนินพระ
ระยอง,3,นิคมพัฒนา,
ระยอง,3,บ้านค่าย,
ระยอง,3,ปลวกแดง,
ปทุมธานี,2,คลองหลวง,คลองหนึ่ง
ปทุมธานี,2,คลองหลวง,คลองสอง
ปทุมธานี,2,สามโคก,
ปทุมธานี,2,เมืองปทุมธานี,บ้านกลาง
ปทุมธานี,2,เมืองปทุมธานี,บ้านกระแชง
ปทุมธานี,2,เมืองปทุมธานี,บางพูด
ปทุมธานี,2,เมืองปทุมธานี,บางพูน
ปทุมธานี,2,เมืองปทุมธานี,สวนพริกไทย
ปทุมธานี,2,เมืองปทุมธานี,หลักหก
ปทุมธานี,3,คลองหลวง,คลองหนึ่ง
ปทุมธานี,3,คลองหลวง,คลองสอง
ปทุมธานี,3,คลองหลวง,คลองสาม
ปทุมธานี,3,คลองหลวง,คลองสี่
อุดรธานี,4,ประจักษ์ศิลปาคม,
อุดรธานี,4,หนองหาน,
อุดรธานี,4,เมืองอุดรธานี,โนนสูง
อุดรธานี,4,เมืองอุดรธานี,หนองนาคำ
อุดรธานี,4,เมืองอุดรธานี,หนองไผ่
อุดรธานี,4,เมืองอุดรธานี,หนองขอนกว้าง
อุดรธานี,4,เมืองอุดรธานี,โนนสูง
อุดรธานี,6,กุมภวาปี,ตูมใต้
อุดรธานี,6,กุมภวาปี,พันดอน
อุดรธานี,6,กุมภวาปี,แชแล
อุดรธานี,6,กุมภวาปี,เชียงแหว
อุดรธานี,6,กุมภวาปี,ห้วยเกิ้ง
อุดรธานี,6,กุมภวาปี,เสอเพลอ
อุดรธานี,6,กุมภวาปี,ปะโค
อุดรธานี,6,กุมภวาปี,ผาสุก
อุดรธานี,6,กุมภวาปี,กุมภวาปี
อุดรธานี,6,กุมภวาปี,หนองหว้า
อุดรธานี,6,หนองแสง,
อุดรธานี,6,เมืองอุดรธานี,บ้านจั่น
อุดรธานี,6,เมืองอุดรธานี,บ้านจั่น
อุดรธานี,6,เมืองอุดรธานี,บ้านตาด
อุดรธานี,6,โนนสะอาด,
ลำปาง,1,ห้างฉัตร,
ลำปาง,1,เมืองลำปาง,เวียงเหนือ
ลำปาง,1,เมืองลำปาง,หัวเวียง
ลำปาง,1,เมืองลำปาง,สวนดอก
ลำปาง,1,เมืองลำปาง,สบตุ๋ย
ลำปาง,1,เมืองลำปาง,พระบาท
ลำปาง,1,เมืองลำปาง,ชมพู
ลำปาง,1,เมืองลำปาง,กล้วยแพะ
ลำปาง,1,เมืองลำปาง,ปงแสนทอง
ลำปาง,1,เมืองลำปาง,บ้านแลง
ลำปาง,1,เมืองลำปาง,พิชัย
ลำปาง,1,เมืองลำปาง,ทุ่งฝาย
ลำปาง,1,เมืองลำปาง,บ้านเอื้อม
ลำปาง,1,เมืองลำปาง,บ้านเป้า
ลำปาง,1,เมืองลำปาง,บ้านค่า
ลำปาง,1,เมืองลำปาง,บ่อแฮ้ว
ลำปาง,1,เมืองลำปาง,ต้นธงชัย
ลำปาง,1,เมืองลำปาง,นิคมพัฒนา
ลำปาง,1,เมืองลำปาง,บุญนาคพัฒนา
ลำปาง,3,เมืองลำปาง,กล้วยแพะ
ลำปาง,3,เมืองลำปาง,ปงแสนทอง
ลำปาง,3,เมืองลำปาง,พระบาท
ลำปาง,3,เมืองลำปาง,ชมพู
ลำปาง,3,เมืองลำปาง,พิชัย
ลำปาง,3,เมืองลำปาง,บ้านเสด็จ
ลำปาง,3,แม่ทะ,
ลำปาง,3,แม่เมาะ,
