province,district,subdistrict,population
พระนครศรีอยุธยา,บางปะอิน,วัดยม,2987
พระนครศรีอยุธยา,บางปะอิน,บางประแดง,2149
พระนครศรีอยุธยา,บางปะอิน,สามเรือน,11163
พระนครศรีอยุธยา,บางปะอิน,เกาะเกิด,2141
พระนครศรีอยุธยา,บางปะอิน,บ้านพลับ,2311
พระนครศรีอยุธยา,บางปะอิน,บ้านแป้ง,2128
พระนครศรีอยุธยา,บางปะอิน,คุ้งลาน,3297
พระนครศรีอยุธยา,บางปะอิน,ตลิ่งชัน,1908
พระนครศรีอยุธยา,บางปะอิน,บ้านสร้าง,10770
พระนครศรีอยุธยา,บางปะอิน,ตลาดเกรียบ,2811
พระนครศรีอยุธยา,บางปะอิน,ขนอนหลวง,1726
พระนครศรีอยุธยา,บางปะหัน,บางปะหัน,3893
พระนครศรีอยุธยา,บางปะหัน,ขยาย,1816
พระนครศรีอยุธยา,บางปะหัน,บางเดื่อ,2836
พระนครศรีอยุธยา,บางปะหัน,เสาธง,2319
พระนครศรีอยุธยา,บางปะหัน,ทางกลาง,1891
พระนครศรีอยุธยา,บางปะหัน,บางเพลิง,1507
พระนครศรีอยุธยา,บางปะหัน,หันสัง,3835
พระนครศรีอยุธยา,บางปะหัน,บางนางร้า,2495
พระนครศรีอยุธยา,บางปะหัน,ตานิม,1789
พระนครศรีอยุธยา,บางปะหัน,ทับน้ำ,3095
พระนครศรีอยุธยา,บางปะหัน,บ้านม้า,1596
พระนครศรีอยุธยา,บางปะหัน,ขวัญเมือง,2972
พระนครศรีอยุธยา,บางปะหัน,บ้านลี่,2167
พระนครศรีอยุธยา,บางปะหัน,โพธิ์สามต้น,3373
พระนครศรีอยุธยา,บางปะหัน,พุทเลา,3040
พระนครศรีอยุธยา,บางปะหัน,ตาลเอน,921
พระนครศรีอยุธยา,บางปะหัน,บ้านขล้อ,2178
พระนครศรีอยุธยา,ผักไห่,ผักไห่,3594
พระนครศรีอยุธยา,ผักไห่,อมฤต,1940
พระนครศรีอยุธยา,ผักไห่,บ้านแค,3261
พระนครศรีอยุธยา,ผักไห่,ลาดน้ำเค็ม,2175
พระนครศรีอยุธยา,ผักไห่,ตาลาน,1719
พระนครศรีอยุธยา,ผักไห่,ท่าดินแดง,2017
พระนครศรีอยุธยา,ผักไห่,ดอนลาน,2132
พระนครศรีอยุธยา,ผักไห่,นาคู,2071
พระนครศรีอยุธยา,ผักไห่,กุฎี,2298
พระนครศรีอยุธยา,ผักไห่,ลำตะเคียน,1208
พระนครศรีอยุธยา,ผักไห่,โคกช้าง,1642
พระนครศรีอยุธยา,ผักไห่,จักราช,2033
พระนครศรีอยุธยา,ผักไห่,หนองน้ำใหญ่,5617
พระนครศรีอยุธยา,ผักไห่,ลาดชิด,3526
พระนครศรีอยุธยา,ผักไห่,หน้าโคก,2241
พระนครศรีอยุธยา,ผักไห่,บ้านใหญ่,2136
