number,title_name,title,name,party,mptype,province,zone,gender,birthdate*,education*,exoccupation*
9,นายประเสริฐ บุญเรือง,นาย,ประเสริฐ บุญเรือง,เพื่อไทย,เขต,กาฬสินธุ์,6,male,,,
10,นายพงษ์ภัตร ใจคุ้มเก่า,นาย,พงษ์ภัตร ใจคุ้มเก่า,เพื่อชาติ,เขต,กาฬสินธุ์,6,male,,,
1,นายณปภัช เสโนฤทธิ์,นาย,ณปภัช เสโนฤทธิ์,ประชาธิปัตย์,เขต,สกลนคร,1,male,,,
2,นายตวงสิทธิ์ พงษ์พิศ,นาย,ตวงสิทธิ์ พงษ์พิศ,ก้าวไกล,เขต,สกลนคร,1,male,,,
3,นายสิรภพ สมผล,นาย,สิรภพ สมผล,ไทยสร้างไทย,เขต,สกลนคร,1,male,,,
4,นายบุญญามี วงค์ศรีดา,นาย,บุญญามี วงค์ศรีดา,รวมไทยสร้างชาติ,เขต,สกลนคร,1,male,,,
5,นายอภิชาติ ตีรสวัสดิชัย,นาย,อภิชาติ ตีรสวัสดิชัย,เพื่อไทย,เขต,สกลนคร,1,male,,,
6,นายอานนท์ กระบอกโท,นาย,อานนท์ กระบอกโท,พลังสังคมใหม่,เขต,สกลนคร,1,male,,,
7,นายสิทธิศักดิ์ พุ้ยมอม,นาย,สิทธิศักดิ์ พุ้ยมอม,รวมแผ่นดิน,เขต,สกลนคร,1,male,,,
8,นายอภิวัฒน์ มีชัย,นาย,อภิวัฒน์ มีชัย,พลังประชารัฐ,เขต,สกลนคร,1,male,,,
9,นายอาทิตย์ แสนมะฮุง,นาย,อาทิตย์ แสนมะฮุง,ภูมิใจไทย,เขต,สกลนคร,1,male,,,
1,นายนิยม เวชกามา,นาย,นิยม เวชกามา,เพื่อไทย,เขต,สกลนคร,2,male,,,
2,นายอนุสรณ์ พลราชม,นาย,อนุสรณ์ พลราชม,ไทยสร้างไทย,เขต,สกลนคร,2,male,,,
3,นายธวัชชัย ไพใหล,นาย,ธวัชชัย ไพใหล,รวมแผ่นดิน,เขต,สกลนคร,2,male,,,
12,ร้อยตรีธีรศักดิ์ ลาภเวที,ร้อยตรี,ธีรศักดิ์ ลาภเวที,พลังสังคม,เขต,พิษณุโลก,1,,,,
5,นายกฤษณะ พุฒซ้อน,นาย,กฤษณะ พุฒซ้อน,พลังประชารัฐ,เขต,สกลนคร,2,male,,,
6,นายชาตรี หล้าพรหม,นาย,ชาตรี หล้าพรหม,ประชาธิปัตย์,เขต,สกลนคร,2,male,,,
7,นายมาลา สีละโคตร,นาย,มาลา สีละโคตร,เสรีรวมไทย,เขต,สกลนคร,2,male,,,
8,นายภูเบศวร์ เห็นหลอด,นาย,ภูเบศวร์ เห็นหลอด,ก้าวไกล,เขต,สกลนคร,2,male,,,
9,นายเสรีไทย ฮ่มป่า,นาย,เสรีไทย ฮ่มป่า,เพื่อชาติไทย,เขต,สกลนคร,2,male,,,
10,นายชาญชัย งอยผาลา,นาย,ชาญชัย งอยผาลา,รวมไทยสร้างชาติ,เขต,สกลนคร,2,male,,,
11,นางสาวกัญญาภัค ศิลปะรายะ,นางสาว,กัญญาภัค ศิลปะรายะ,ภูมิใจไทย,เขต,สกลนคร,2,female,,,
12,นายศุภกฤต คำสวาสดิ์,นาย,ศุภกฤต คำสวาสดิ์,แนวทางใหม่,เขต,สกลนคร,2,male,,,
13,นายกิตติศักดิ์ ด้างถางคำ,นาย,กิตติศักดิ์ ด้างถางคำ,พลังสยาม,เขต,สกลนคร,2,male,,,
14,นายวิทยา ทิพย์สุวรรณ์,นาย,วิทยา ทิพย์สุวรรณ์,ช่วยชาติ,เขต,สกลนคร,2,male,,,
15,นายคำผล ยะไชยศรี,นาย,คำผล ยะไชยศรี,ไทยรวมไทย,เขต,สกลนคร,2,male,,,
1,นายทนงศิลป์ วจีสิงห์,นาย,ทนงศิลป์ วจีสิงห์,พลังประชารัฐ,เขต,สกลนคร,3,male,,,
2,นางประไพ สีนูเดช,นาง,ประไพ สีนูเดช,ภูมิใจไทย,เขต,สกลนคร,3,female,,,
3,นายภิญโญ ขันติยู,นาย,ภิญโญ ขันติยู,ก้าวไกล,เขต,สกลนคร,3,male,,,
4,นายถนอม สมผล,นาย,ถนอม สมผล,ไทยสร้างไทย,เขต,สกลนคร,3,male,,,
5,นายดำเกิง วงศ์กาฬสินธุ์,นาย,ดำเกิง วงศ์กาฬสินธุ์,รวมไทยสร้างชาติ,เขต,สกลนคร,3,male,,,
6,นายสัญญา ผลภิญโญ,นาย,สัญญา ผลภิญโญ,เสรีรวมไทย,เขต,สกลนคร,3,male,,,
7,นางนัฐฐานันท์ ดวงมาลย์,นาง,นัฐฐานันท์ ดวงมาลย์,รวมแผ่นดิน,เขต,สกลนคร,3,female,,,
20,ว่าที่ร้อยตรีหญิงอริยา สุนทรนันท,ว่าที่ร้อยตรีหญิง,อริยา สุนทรนันท,พลังสังคมใหม่,บัญชีรายชื่อ,,,female,,,
9,นางสาวจิรัชยา สัพโส,นางสาว,จิรัชยา สัพโส,เพื่อไทย,เขต,สกลนคร,3,female,,,
1,นายชิตพล สุระเสียง,นาย,ชิตพล สุระเสียง,รวมไทยสร้างชาติ,เขต,สกลนคร,4,male,,,
2,นายสุรจิตร สัตถาผล,นาย,สุรจิตร สัตถาผล,พลังประชารัฐ,เขต,สกลนคร,4,male,,,
3,นายพัฒนา สัพโส,นาย,พัฒนา สัพโส,เพื่อไทย,เขต,สกลนคร,4,male,,,
4,นายยงยุทธ คุณธรรม,นาย,ยงยุทธ คุณธรรม,ไทยสร้างไทย,เขต,สกลนคร,4,male,,,
5,นายขจรศักดิ์ เบ็ญชัย,นาย,ขจรศักดิ์ เบ็ญชัย,ก้าวไกล,เขต,สกลนคร,4,male,,,
6,นายสมบูรณ์ รัชชปัญญา,นาย,สมบูรณ์ รัชชปัญญา,ภูมิใจไทย,เขต,สกลนคร,4,male,,,
7,นายสาคร พรหมภักดี,นาย,สาคร พรหมภักดี,ประชาธิปัตย์,เขต,สกลนคร,4,male,,,
8,นายประจักษ์ พรหมโคตรวงศ์,นาย,ประจักษ์ พรหมโคตรวงศ์,เสรีรวมไทย,เขต,สกลนคร,4,male,,,
8,สิบเอกอรุณ ยะสูงเนิน,สิบเอก,อรุณ ยะสูงเนิน,พลังสังคมใหม่,เขต,กาฬสินธุ์,6,male,,,
10,นายกรุงสิต อุระพรหม,นาย,กรุงสิต อุระพรหม,พลังสังคมใหม่,เขต,สกลนคร,4,male,,,
10,พันเอกสอิ้ง ชนะนา,พันเอก,สอิ้ง ชนะนา,พลังสังคมใหม่,เขต,กาญจนบุรี,1,,,,
12,นายสุบรรณ ผ่องกมล,นาย,สุบรรณ ผ่องกมล,รวมแผ่นดิน,เขต,สกลนคร,4,male,,,
1,นายไชยยา แพงศรี,นาย,ไชยยา แพงศรี,เสรีรวมไทย,เขต,สกลนคร,5,male,,,
2,นางสาวธัญญ์ลภัสส์ โสรินทร์,นางสาว,ธัญญ์ลภัสส์ โสรินทร์,รวมไทยสร้างชาติ,เขต,สกลนคร,5,female,,,
3,นายธนชาติ ไชยทองพันธ์,นาย,ธนชาติ ไชยทองพันธ์,ไทยสร้างไทย,เขต,สกลนคร,5,male,,,
4,นายชัยมงคล ไชยรบ,นาย,ชัยมงคล ไชยรบ,พลังประชารัฐ,เขต,สกลนคร,5,male,,,
5,นายสนั่น ชินมา,นาย,สนั่น ชินมา,รวมแผ่นดิน,เขต,สกลนคร,5,male,,,
6,นางสาววงศ์อะเคื้อ บุญศล,นางสาว,วงศ์อะเคื้อ บุญศล,เพื่อไทย,เขต,สกลนคร,5,female,,,
7,นายบัญชา จันทศรี,นาย,บัญชา จันทศรี,ก้าวไกล,เขต,สกลนคร,5,male,,,
8,นายดำรงรัตน์ แรมกลาง,นาย,ดำรงรัตน์ แรมกลาง,ภูมิใจไทย,เขต,สกลนคร,5,male,,,
9,นายวีระพันธ์ สุนารักษ์,นาย,วีระพันธ์ สุนารักษ์,ช่วยชาติ,เขต,สกลนคร,5,male,,,
14,ร้อยตรีประเวศน์ คำน้อง,ร้อยตรี,ประเวศน์ คำน้อง,พลังสังคมใหม่,บัญชีรายชื่อ,,,,,,
1,นายนันทพงษ์ ทิมฉิมพลี,นาย,นันทพงษ์ ทิมฉิมพลี,รวมแผ่นดิน,เขต,สกลนคร,6,male,,,
2,นายเชิดชัย สิงห์มหันต์,นาย,เชิดชัย สิงห์มหันต์,พลังประชารัฐ,เขต,สกลนคร,6,male,,,
3,นายรุ่งเรืองชัย โสภา,นาย,รุ่งเรืองชัย โสภา,ภูมิใจไทย,เขต,สกลนคร,6,male,,,
4,นายปิยะศักดิ์ เดชทองทิพย์,นาย,ปิยะศักดิ์ เดชทองทิพย์,ก้าวไกล,เขต,สกลนคร,6,male,,,
9,ร้อยตำรวจโทจำเริญ สัพโส,ร้อยตำรวจโท,จำเริญ สัพโส,พลังสังคมใหม่,เขต,สกลนคร,6,,,,
6,นางสาวสกุณา สาระนันท์,นางสาว,สกุณา สาระนันท์,เพื่อไทย,เขต,สกลนคร,6,female,,,
7,นายสิทธิรัตน์ รัตนวิจารณ์,นาย,สิทธิรัตน์ รัตนวิจารณ์,ไทยสร้างไทย,เขต,สกลนคร,6,male,,,
8,นายวีรศักดิ์ พรหมภักดี,นาย,วีรศักดิ์ พรหมภักดี,ประชาธิปัตย์,เขต,สกลนคร,6,male,,,
10,ร้อยโทสมชาย ภุมรินทร์,ร้อยโท,สมชาย ภุมรินทร์,พลังสังคมใหม่,เขต,กาญจนบุรี,3,,,,
10,นายวัชรินทร์ ศรีถาพร,นาย,วัชรินทร์ ศรีถาพร,รวมไทยสร้างชาติ,เขต,สกลนคร,6,male,,,
11,นายสุรศักดิ์ โคตรพัฒน์,นาย,สุรศักดิ์ โคตรพัฒน์,ไทยรวมไทย,เขต,สกลนคร,6,male,,,
1,นายอภิชิต ถาบุตร,นาย,อภิชิต ถาบุตร,ก้าวไกล,เขต,สกลนคร,7,male,,,
2,นายพราหมณ์รพี พรหมชาติ,นาย,พราหมณ์รพี พรหมชาติ,ไทยสร้างไทย,เขต,สกลนคร,7,male,,,
3,นายเกษม อุประ,นาย,เกษม อุประ,เพื่อไทย,เขต,สกลนคร,7,male,,,
4,นายตี๋ธีระยุทธ รัศมี,นาย,ตี๋ธีระยุทธ รัศมี,ภูมิใจไทย,เขต,สกลนคร,7,male,,,
5,นางยุพาวรรณ จักรพิมพ์,นาง,ยุพาวรรณ จักรพิมพ์,ประชาธิปัตย์,เขต,สกลนคร,7,female,,,
6,นายสิงห์โต ฮกทวายทา,นาย,สิงห์โต ฮกทวายทา,รวมไทยสร้างชาติ,เขต,สกลนคร,7,male,,,
10,ว่าที่ร้อยตรีเข็มชาติ วังโน,ว่าที่ร้อยตรี,เข็มชาติ วังโน,พลังสังคมใหม่,เขต,อุดรธานี,1,,,,
8,นายพจนาถ ธานะราช,นาย,พจนาถ ธานะราช,พลังประชารัฐ,เขต,สกลนคร,7,male,,,
9,นายเฉลิมศิลป์ ปกครอง,นาย,เฉลิมศิลป์ ปกครอง,พลังสังคมใหม่,เขต,สกลนคร,7,male,,,
1,นายสมพล นาศรีทม,นาย,สมพล นาศรีทม,ประชาธิปัตย์,เขต,นครพนม,1,male,,,
2,นายมานพ เหมพลชม,นาย,มานพ เหมพลชม,ไทยสร้างไทย,เขต,นครพนม,1,male,,,
3,นายสังคม สีวังพล,นาย,สังคม สีวังพล,เสรีรวมไทย,เขต,นครพนม,1,male,,,
4,นายเทิดศักดิ์ แพงสาร,นาย,เทิดศักดิ์ แพงสาร,ก้าวไกล,เขต,นครพนม,1,male,,,
5,นางพูนสุข โพธิ์สุ,นาง,พูนสุข โพธิ์สุ,ภูมิใจไทย,เขต,นครพนม,1,female,,,
6,นายภูมิพัฒน์ พชรทรัพย์,นาย,ภูมิพัฒน์ พชรทรัพย์,เพื่อไทย,เขต,นครพนม,1,male,,,
7,นางผาจิต ผาสุข,นาง,ผาจิต ผาสุข,พลังประชารัฐ,เขต,นครพนม,1,female,,,
8,นายธงทิพย์ชลิต แห่สถิตย์,นาย,ธงทิพย์ชลิต แห่สถิตย์,รวมไทยสร้างชาติ,เขต,นครพนม,1,male,,,
1,นายสุริน ไตริน,นาย,สุริน ไตริน,ประชาธิปัตย์,เขต,นครพนม,2,male,,,
2,นางมนพร เจริญศรี,นาง,มนพร เจริญศรี,เพื่อไทย,เขต,นครพนม,2,female,,,
3,นายศุภชัย โพธิ์สุ,นาย,ศุภชัย โพธิ์สุ,ภูมิใจไทย,เขต,นครพนม,2,male,,,
27,พันตำรวจโทวัลลภ ณ นคร,พันตำรวจโท,วัลลภ ณ นคร,เพื่อชาติ,บัญชีรายชื่อ,,,male,,,
5,นายนำชัย กิตติวัชรธงชัย,นาย,นำชัย กิตติวัชรธงชัย,เสรีรวมไทย,เขต,นครพนม,2,male,,,
6,นางสาวศศิธร นิกรกุล,นางสาว,ศศิธร นิกรกุล,รวมไทยสร้างชาติ,เขต,นครพนม,2,female,,,
7,นางสาวณัฐธ์ภัสส์ ยงใจยุทธ,นางสาว,ณัฐธ์ภัสส์ ยงใจยุทธ,พลังประชารัฐ,เขต,นครพนม,2,female,,,
8,นางสาวสุพิชญ์ชญา กิตติ์พรศิริกุล,นางสาว,สุพิชญ์ชญา กิตติ์พรศิริกุล,ก้าวไกล,เขต,นครพนม,2,female,,,
9,นายวิวัฒน์ สรรพโส,นาย,วิวัฒน์ สรรพโส,ไทยศรีวิไลย์,เขต,นครพนม,2,male,,,
1,นายชัยอภิสิทธิ์เป๊าะ คำกรฤาชา,นาย,ชัยอภิสิทธิ์เป๊าะ คำกรฤาชา,ไทยพร้อม,เขต,นครพนม,3,male,,,
2,นายไพจิต ศรีวรขาน,นาย,ไพจิต ศรีวรขาน,เพื่อไทย,เขต,นครพนม,3,male,,,
3,นายศิริพงศ์ นานคงแนบ,นาย,ศิริพงศ์ นานคงแนบ,ก้าวไกล,เขต,นครพนม,3,male,,,
4,นายอลงกต มณีกาศ,นาย,อลงกต มณีกาศ,ภูมิใจไทย,เขต,นครพนม,3,male,,,
4,ว่าที่ร้อยเอกอิทธิวัตร เพ็ชร์มีไชยสกุล,ว่าที่ร้อยเอก,อิทธิวัตร เพ็ชร์มีไชยสกุล,เพื่อชาติ,เขต,กรุงเทพมหานคร,22,male,,,
6,นายธงชัย พานิชดี,นาย,ธงชัย พานิชดี,รวมไทยสร้างชาติ,เขต,นครพนม,3,male,,,
7,นางเกศราพร พูลสวัสดิ์,นาง,เกศราพร พูลสวัสดิ์,เสรีรวมไทย,เขต,นครพนม,3,female,,,
8,นายศุภกิจ โพธิ์ศรีมีสุข,นาย,ศุภกิจ โพธิ์ศรีมีสุข,ประชาธิปัตย์,เขต,นครพนม,3,male,,,
9,นางมารวย อุดมเลิศปรีชา,นาง,มารวย อุดมเลิศปรีชา,พลังประชารัฐ,เขต,นครพนม,3,female,,,
10,นายพงษ์เทพ โรจน์วิรัตน์,นาย,พงษ์เทพ โรจน์วิรัตน์,ไทยสร้างไทย,เขต,นครพนม,3,male,,,
11,นางสาวพรพิมล ราชบุตร,นางสาว,พรพิมล ราชบุตร,ไทยศรีวิไลย์,เขต,นครพนม,3,female,,,
1,นายณพจน์ศกร ทรัพยสิทธิ์,นาย,ณพจน์ศกร ทรัพยสิทธิ์,เพื่อไทย,เขต,นครพนม,4,male,,,
2,นางวิทยาพร หาญทองชัย,นาง,วิทยาพร หาญทองชัย,พลังประชารัฐ,เขต,นครพนม,4,female,,,
3,นายธงชัย นายกชน,นาย,ธงชัย นายกชน,ประชาธิปัตย์,เขต,นครพนม,4,male,,,
4,นายสมชอบ นิติพจน์,นาย,สมชอบ นิติพจน์,รวมไทยสร้างชาติ,เขต,นครพนม,4,male,,,
5,นายชวลิต วิชยสุทธิ์,นาย,ชวลิต วิชยสุทธิ์,ไทยสร้างไทย,เขต,นครพนม,4,male,,,
6,นายบัญชา มาตย์วังแสง,นาย,บัญชา มาตย์วังแสง,พลังประชาธิปไตย,เขต,นครพนม,4,male,,,
7,นายดวงใจ เชื้อคำเพ็ง,นาย,ดวงใจ เชื้อคำเพ็ง,ไทยพร้อม,เขต,นครพนม,4,male,,,
8,นายชูกัน กุลวงษา,นาย,ชูกัน กุลวงษา,ภูมิใจไทย,เขต,นครพนม,4,male,,,
9,นายชาญชัย คำจำปา,นาย,ชาญชัย คำจำปา,เสรีรวมไทย,เขต,นครพนม,4,male,,,
10,นายวุฒิพงษ์ มีบุญ,นาย,วุฒิพงษ์ มีบุญ,ก้าวไกล,เขต,นครพนม,4,male,,,
11,นายนาวิน นามเรือง,นาย,นาวิน นามเรือง,ชาติไทยพัฒนา,เขต,นครพนม,4,male,,,
12,นางกานต์ฐิรัช ราชวงศ์,นาง,กานต์ฐิรัช ราชวงศ์,ไทยศรีวิไลย์,เขต,นครพนม,4,female,,,
1,นายทศพล เมืองฮาม,นาย,ทศพล เมืองฮาม,ไทยสร้างไทย,เขต,มุกดาหาร,1,male,,,
2,นายปิติณัช นิธิศธานี,นาย,ปิติณัช นิธิศธานี,รวมไทยสร้างชาติ,เขต,มุกดาหาร,1,male,,,
11,นาวาอากาศเอกอรงค์กฏ พันธ์ดารา,นาวาอากาศเอก,อรงค์กฏ พันธ์ดารา,เพื่อชาติ,เขต,ปทุมธานี,6,,,,
4,นายสุเทพย์ เซียสกุล,นาย,สุเทพย์ เซียสกุล,ภูมิใจไทย,เขต,มุกดาหาร,1,male,,,
5,นายนนทภูมิ ตั้งปณิธานนท์,นาย,นนทภูมิ ตั้งปณิธานนท์,เพื่อไทย,เขต,มุกดาหาร,1,male,,,
6,นายวิริยะ ทองผา,นาย,วิริยะ ทองผา,พลังประชารัฐ,เขต,มุกดาหาร,1,male,,,
7,นายสุพจน์ สุอริยพงษ์,นาย,สุพจน์ สุอริยพงษ์,ก้าวไกล,เขต,มุกดาหาร,1,male,,,
8,นายสมพงษ์ คนตรง,นาย,สมพงษ์ คนตรง,ประชาธิปัตย์,เขต,มุกดาหาร,1,male,,,
3,พลตำรวจตรีชยุต มารยาทตร์,พลตำรวจตรี,ชยุต มารยาทตร์,เพื่อชาติ,บัญชีรายชื่อ,,,,,,
1,นายอภิพัศพงศ์ พัฒนาเดชาสกุล,นาย,อภิพัศพงศ์ พัฒนาเดชาสกุล,ภูมิใจไทย,เขต,มุกดาหาร,2,male,,,
2,นายโชควิทย์ พรมดี,นาย,โชควิทย์ พรมดี,ไทยสร้างไทย,เขต,มุกดาหาร,2,male,,,
3,นายคมเพชร ไชยสุริย์,นาย,คมเพชร ไชยสุริย์,พลังธรรมใหม่,เขต,มุกดาหาร,2,male,,,
4,นายบุญฐิณ ประทุมลี,นาย,บุญฐิณ ประทุมลี,เพื่อไทย,เขต,มุกดาหาร,2,male,,,
5,นายณกร ชารีพันธ์,นาย,ณกร ชารีพันธ์,ก้าวไกล,เขต,มุกดาหาร,2,male,,,
13,พันเอก (พิเศษ)โกมล วงศ์อนันต์,พันเอก (พิเศษ),โกมล วงศ์อนันต์,เพื่อชาติ,เขต,สกลนคร,4,,,,
7,นายภาส ไชยมี,นาย,ภาส ไชยมี,รวมไทยสร้างชาติ,เขต,มุกดาหาร,2,male,,,
8,นายวิทยา บุตรดีวงค์,นาย,วิทยา บุตรดีวงค์,พลังประชารัฐ,เขต,มุกดาหาร,2,male,,,
9,นางสาวศศิกร เมืองมงคล,นางสาว,ศศิกร เมืองมงคล,ช่วยชาติ,เขต,มุกดาหาร,2,female,,,
1,นายจักรพล ตั้งสุทธิธรรม,นาย,จักรพล ตั้งสุทธิธรรม,เพื่อไทย,เขต,เชียงใหม่,1,male,,,
2,นางสาวเพชรรัตน์ ใหม่ชมภู,นางสาว,เพชรรัตน์ ใหม่ชมภู,ก้าวไกล,เขต,เชียงใหม่,1,female,,,
3,นายนฤเบศ ประมวญพิสุทธิ์,นาย,นฤเบศ ประมวญพิสุทธิ์,รวมแผ่นดิน,เขต,เชียงใหม่,1,male,,,
4,นายพจนารถ ศรียารัณย,นาย,พจนารถ ศรียารัณย,พลังประชารัฐ,เขต,เชียงใหม่,1,male,,,
5,นายพงษ์เดช เชาวน์ประยูร,นาย,พงษ์เดช เชาวน์ประยูร,ภูมิใจไทย,เขต,เชียงใหม่,1,male,,,
6,นางสาวกุพชกา ยศปัน,นางสาว,กุพชกา ยศปัน,ชาติพัฒนากล้า,เขต,เชียงใหม่,1,female,,,
7,นายจักรวาลธวัฒน์ วรรณาวงค์,นาย,จักรวาลธวัฒน์ วรรณาวงค์,ประชาธิปัตย์,เขต,เชียงใหม่,1,male,,,
8,นายภวฤทธิ์ กาญจนเกตุ,นาย,ภวฤทธิ์ กาญจนเกตุ,ไทยสร้างไทย,เขต,เชียงใหม่,1,male,,,
9,นายชินภัสร์ กิจเลิศสิริวัฒนา,นาย,ชินภัสร์ กิจเลิศสิริวัฒนา,รวมไทยสร้างชาติ,เขต,เชียงใหม่,1,male,,,
10,นางสาวอุไรวรรณ รัตนธรรม,นางสาว,อุไรวรรณ รัตนธรรม,เสรีรวมไทย,เขต,เชียงใหม่,1,female,,,
11,นายนรภัทร อินทรพานิช,นาย,นรภัทร อินทรพานิช,ไทยศรีวิไลย์,เขต,เชียงใหม่,1,male,,,
1,นายชานนธ์ ประมวญพิสุทธิ์,นาย,ชานนธ์ ประมวญพิสุทธิ์,รวมแผ่นดิน,เขต,เชียงใหม่,2,male,,,
2,นายยุทธนา สุวรรณ,นาย,ยุทธนา สุวรรณ,รวมไทยสร้างชาติ,เขต,เชียงใหม่,2,male,,,
3,นายชัย ชัยชนะ,นาย,ชัย ชัยชนะ,ภูมิใจไทย,เขต,เชียงใหม่,2,male,,,
6,ร้อยตำรวจเอกนิติภูมิธณัฐ มิ่งรุจิราลัย,ร้อยตำรวจเอก,นิติภูมิธณัฐ มิ่งรุจิราลัย,เพื่อชาติ,บัญชีรายชื่อ,,,,,,
5,นางศรีพรรณ์ เขียวทอง,นาง,ศรีพรรณ์ เขียวทอง,พลังประชารัฐ,เขต,เชียงใหม่,2,female,,,
6,นางสาวนุชรี อุตสุภา,นางสาว,นุชรี อุตสุภา,พลัง,เขต,เชียงใหม่,2,female,,,
7,นายกัมปนาท ธิสา,นาย,กัมปนาท ธิสา,ประชาธิปัตย์,เขต,เชียงใหม่,2,male,,,
8,นางสาวการณิก จันทดา,นางสาว,การณิก จันทดา,ก้าวไกล,เขต,เชียงใหม่,2,female,,,
26,ร้อยตำรวจเอกธัญญะ ธัญญากวิน,ร้อยตำรวจเอก,ธัญญะ ธัญญากวิน,เพื่อชาติ,บัญชีรายชื่อ,,,,,,
10,นายโกวิทย์ พิริยะอานันต์,นาย,โกวิทย์ พิริยะอานันต์,เพื่อไทย,เขต,เชียงใหม่,2,male,,,
1,นายพรชัย อรรถปรียางกูร,นาย,พรชัย อรรถปรียางกูร,พลังประชารัฐ,เขต,เชียงใหม่,3,male,,,
2,นายสมหวัง อุทัศ,นาย,สมหวัง อุทัศ,เสรีรวมไทย,เขต,เชียงใหม่,3,male,,,
3,นายนเรศ วงค์คม,นาย,นเรศ วงค์คม,ชาติพัฒนากล้า,เขต,เชียงใหม่,3,male,,,
4,นายณัฐพล โตวิจักษณ์ชัยกุล,นาย,ณัฐพล โตวิจักษณ์ชัยกุล,ก้าวไกล,เขต,เชียงใหม่,3,male,,,
5,นายจำรูญ ขันทะศรีมา,นาย,จำรูญ ขันทะศรีมา,เพื่อชาติไทย,เขต,เชียงใหม่,3,male,,,
6,นายสุภคิน วงศ์ษา,นาย,สุภคิน วงศ์ษา,รวมแผ่นดิน,เขต,เชียงใหม่,3,male,,,
7,นายวิชิต กลิ่นทอง,นาย,วิชิต กลิ่นทอง,ประชาธิปัตย์,เขต,เชียงใหม่,3,male,,,
8,นายคณาพงษ์ วงค์งาม,นาย,คณาพงษ์ วงค์งาม,ภูมิใจไทย,เขต,เชียงใหม่,3,male,,,
9,นางสาววิภาพรรณ วงษ์สว่าง,นางสาว,วิภาพรรณ วงษ์สว่าง,ไทยสร้างไทย,เขต,เชียงใหม่,3,female,,,
10,นางสาวทัศนีย์ บูรณุปกรณ์,นางสาว,ทัศนีย์ บูรณุปกรณ์,เพื่อไทย,เขต,เชียงใหม่,3,female,,,
18,ร้อยโทมานิตย์ อ่อนท้าว,ร้อยโท,มานิตย์ อ่อนท้าว,เพื่อชาติ,บัญชีรายชื่อ,,,,,,
1,นางสาวนฤมล วะไลศรี,นางสาว,นฤมล วะไลศรี,ชาติพัฒนากล้า,เขต,เชียงใหม่,4,female,,,
2,นางสาวมนสิชา ภัคดิเมธี,นางสาว,มนสิชา ภัคดิเมธี,พลังประชารัฐ,เขต,เชียงใหม่,4,female,,,
3,นางกิ่งกาญจน์ ณ เชียงใหม่,นาง,กิ่งกาญจน์ ณ เชียงใหม่,รวมไทยสร้างชาติ,เขต,เชียงใหม่,4,female,,,
4,นายเอกพล พงษ์พิกุล,นาย,เอกพล พงษ์พิกุล,รวมแผ่นดิน,เขต,เชียงใหม่,4,male,,,
5,นางสาวพุธิตา ชัยอนันต์,นางสาว,พุธิตา ชัยอนันต์,ก้าวไกล,เขต,เชียงใหม่,4,female,,,
6,นางสาวพิชญา สุวรรณ์,นางสาว,พิชญา สุวรรณ์,พลังสังคมใหม่,เขต,เชียงใหม่,4,female,,,
7,นางสาวจิตพลอย จิตจักรวาลทอง,นางสาว,จิตพลอย จิตจักรวาลทอง,ประชาธิปัตย์,เขต,เชียงใหม่,4,female,,,
8,นายสุพล ณวิชัย,นาย,สุพล ณวิชัย,ภูมิใจไทย,เขต,เชียงใหม่,4,male,,,
9,นายบุญทา ชัยเลิศ,นาย,บุญทา ชัยเลิศ,ไทยสร้างไทย,เขต,เชียงใหม่,4,male,,,
10,นายวิทยา ทรงคำ,นาย,วิทยา ทรงคำ,เพื่อไทย,เขต,เชียงใหม่,4,male,,,
11,นายธรรมนูญ วุฒิลักษณ์,นาย,ธรรมนูญ วุฒิลักษณ์,เสรีรวมไทย,เขต,เชียงใหม่,4,male,,,
12,นายมงคล บุญล้ำ,นาย,มงคล บุญล้ำ,ไทยศรีวิไลย์,เขต,เชียงใหม่,4,male,,,
1,นายเดชนัฐวิทย์ เตริยาภิรมย์,นาย,เดชนัฐวิทย์ เตริยาภิรมย์,พลังประชารัฐ,เขต,เชียงใหม่,5,male,,,
2,นางอารีย์ ชัยขัน,นาง,อารีย์ ชัยขัน,ภูมิใจไทย,เขต,เชียงใหม่,5,female,,,
3,นางวาสนา ทองสุข,นาง,วาสนา ทองสุข,ไทยสร้างไทย,เขต,เชียงใหม่,5,female,,,
4,นายขวัญชัย สกุลทอง,นาย,ขวัญชัย สกุลทอง,รวมแผ่นดิน,เขต,เชียงใหม่,5,male,,,
10,ร้อยเอกจารุพล เรืองสุวรรณ,ร้อยเอก,จารุพล เรืองสุวรรณ,เพื่อชาติ,บัญชีรายชื่อ,,,,,,
6,นายสมชิด กันธะยา,นาย,สมชิด กันธะยา,ก้าวไกล,เขต,เชียงใหม่,5,male,,,
7,นายจุลพันธ์ อมรวิวัฒน์,นาย,จุลพันธ์ อมรวิวัฒน์,เพื่อไทย,เขต,เชียงใหม่,5,male,,,
2,ว่าที่ร้อยตรีกฤชณัท ปัญสุทธิ์,ว่าที่ร้อยตรี,กฤชณัท ปัญสุทธิ์,เพื่อชาติ,เขต,กรุงเทพมหานคร,14,,,,
29,นาวาอากาศโทหาญพิชิต ขุนเพิ่ม,นาวาอากาศโท,หาญพิชิต ขุนเพิ่ม,เพื่อชาติไทย,บัญชีรายชื่อ,,,male,,,
10,นายสรพงษ์ เมธาอนันต์กุล,นาย,สรพงษ์ เมธาอนันต์กุล,พลังเพื่อไทย,เขต,เชียงใหม่,5,male,,,
