number,title_name,title,name,party,mptype,province,zone,gender,birthdate*,education*,exoccupation*
11,นางสาวฐิติวรา ท่าชอบ,นางสาว,ฐิติวรา ท่าชอบ,ไทยศรีวิไลย์,เขต,เชียงใหม่,5,female,,,
11,ว่าที่ร้อยโทเทอดศักดิ์ แสงเขียว,ว่าที่ร้อยโท,เทอดศักดิ์ แสงเขียว,เพื่อชาติไทย,เขต,มหาสารคาม,1,male,,,
2,นายไกร ดาบธรรม,นาย,ไกร ดาบธรรม,เพื่อไทย,เขต,เชียงใหม่,6,male,,,
3,นางสาวณัชชา พาเจริญ,นางสาว,ณัชชา พาเจริญ,ภูมิใจไทย,เขต,เชียงใหม่,6,female,,,
4,นายบุญพัฒน์ ลีลาพิริยะวาณิช,นาย,บุญพัฒน์ ลีลาพิริยะวาณิช,เสรีรวมไทย,เขต,เชียงใหม่,6,male,,,
5,นางรัตนประภา ดิศวัฒน์,นาง,รัตนประภา ดิศวัฒน์,พลังประชารัฐ,เขต,เชียงใหม่,6,female,,,
6,นายวิศิษฎ์ วัชรินทร์,นาย,วิศิษฎ์ วัชรินทร์,ประชาธิปัตย์,เขต,เชียงใหม่,6,male,,,
7,นายแทนคุณ นพรัตน์สังวาลย์,นาย,แทนคุณ นพรัตน์สังวาลย์,ไทยสร้างไทย,เขต,เชียงใหม่,6,male,,,
8,นายโสภณ โกชุม,นาย,โสภณ โกชุม,รวมไทยสร้างชาติ,เขต,เชียงใหม่,6,male,,,
9,นายพิสิษฐ์ โรจนะบริบูรณ์,นาย,พิสิษฐ์ โรจนะบริบูรณ์,ไทยศรีวิไลย์,เขต,เชียงใหม่,6,male,,,
10,นางวันเพ็ญ ปัญญาทิพย์,นาง,วันเพ็ญ ปัญญาทิพย์,รวมแผ่นดิน,เขต,เชียงใหม่,6,female,,,
1,นายสันติ ตันสุหัช,นาย,สันติ ตันสุหัช,รวมไทยสร้างชาติ,เขต,เชียงใหม่,7,male,,,
2,นายสมดุลย์ อุตเจริญ,นาย,สมดุลย์ อุตเจริญ,ก้าวไกล,เขต,เชียงใหม่,7,male,,,
3,นายคณาฤทธิ์ สุภาคุณ,นาย,คณาฤทธิ์ สุภาคุณ,เพื่อชาติ,เขต,เชียงใหม่,7,male,,,
4,นางเทวิกา ชัยชนะ,นาง,เทวิกา ชัยชนะ,รวมแผ่นดิน,เขต,เชียงใหม่,7,female,,,
5,นายนิคม เชาว์กิตติโสภณ,นาย,นิคม เชาว์กิตติโสภณ,ประชาธิปัตย์,เขต,เชียงใหม่,7,male,,,
6,นายวรโชติ จี้เรือน,นาย,วรโชติ จี้เรือน,ไทยสร้างไทย,เขต,เชียงใหม่,7,male,,,
7,นายนิธิกร วุฒินันชัย,นาย,นิธิกร วุฒินันชัย,เพื่อไทย,เขต,เชียงใหม่,7,male,,,
7,พันตำรวจเอกณรงค์ จันทราช,พันตำรวจเอก,ณรงค์ จันทราช,เพื่อชาติไทย,เขต,ลำปาง,1,,,,
9,นายชัยประเสริฐศิริ ทองสนิท,นาย,ชัยประเสริฐศิริ ทองสนิท,เสรีรวมไทย,เขต,เชียงใหม่,7,male,,,
10,นายกรินท์ บุญตันสา,นาย,กรินท์ บุญตันสา,ไทยศรีวิไลย์,เขต,เชียงใหม่,7,male,,,
1,นายสมศักดิ์ พิบูลย์,นาย,สมศักดิ์ พิบูลย์,เสรีรวมไทย,เขต,เชียงใหม่,8,male,,,
2,นายประเสริฐ วรกานต์ศักดิ์,นาย,ประเสริฐ วรกานต์ศักดิ์,พลังสังคมใหม่,เขต,เชียงใหม่,8,male,,,
3,นายสมนึก นาห้วยทราย,นาย,สมนึก นาห้วยทราย,ภูมิใจไทย,เขต,เชียงใหม่,8,male,,,
1,พันเอกจรูญ ศรีวรรณ,พันเอก,จรูญ ศรีวรรณ,เพื่อชาติไทย,เขต,ลำปาง,4,,,,
5,นายสุริยนต์ ปันทะนะ,นาย,สุริยนต์ ปันทะนะ,รวมแผ่นดิน,เขต,เชียงใหม่,8,male,,,
6,นางพชรพร สุใจคำ,นาง,พชรพร สุใจคำ,ประชาธิปัตย์,เขต,เชียงใหม่,8,female,,,
7,นายภัทรพงษ์ ลีลาภัทร์,นาย,ภัทรพงษ์ ลีลาภัทร์,ก้าวไกล,เขต,เชียงใหม่,8,male,,,
8,นายปรเมธากร สวนแก้ว,นาย,ปรเมธากร สวนแก้ว,ไทยสร้างไทย,เขต,เชียงใหม่,8,male,,,
9,นางสาวกุสุมา บัวพันธ์,นางสาว,กุสุมา บัวพันธ์,พลังประชารัฐ,เขต,เชียงใหม่,8,female,,,
10,นายณัฏฐ์พัฒน์ รัฐผไท,นาย,ณัฏฐ์พัฒน์ รัฐผไท,เพื่อไทย,เขต,เชียงใหม่,8,male,,,
11,นางสาวจงรักษ์ รัตนสะอาด,นางสาว,จงรักษ์ รัตนสะอาด,เพื่อชาติไทย,เขต,เชียงใหม่,8,female,,,
1,นายสมเกียรติ มีธรรม,นาย,สมเกียรติ มีธรรม,ก้าวไกล,เขต,เชียงใหม่,9,male,,,
2,นางสาวศรีนวล บุญลือ,นางสาว,ศรีนวล บุญลือ,ภูมิใจไทย,เขต,เชียงใหม่,9,female,,,
3,นายสุรพล เกียรติไชยากร,นาย,สุรพล เกียรติไชยากร,เพื่อไทย,เขต,เชียงใหม่,9,male,,,
4,นางสาวณัชชา โปธายี่,นางสาว,ณัชชา โปธายี่,ไทยสร้างไทย,เขต,เชียงใหม่,9,female,,,
5,นางนวพร นุพงศ์,นาง,นวพร นุพงศ์,รวมไทยสร้างชาติ,เขต,เชียงใหม่,9,female,,,
6,นายนเรศ ธำรงค์ทิพยคุณ,นาย,นเรศ ธำรงค์ทิพยคุณ,พลังประชารัฐ,เขต,เชียงใหม่,9,male,,,
